1, none, minecraft:the_void, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
14719, none, terralith:warped_mesa, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
14720, none, terralith:warped_mesa, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
14721, none, terralith:warped_mesa, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
14722, none, terralith:warped_mesa, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
14723, none, terralith:warped_mesa, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
14724, none, terralith:warped_mesa, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
14725, none, terralith:rocky_shrubland, MONSTER, minecraft:spider, 80, 4, 4
14726, none, terralith:rocky_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
14727, none, terralith:rocky_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
14728, none, terralith:rocky_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
14729, none, terralith:rocky_shrubland, MONSTER, minecraft:creeper, 80, 4, 4
14730, none, terralith:rocky_shrubland, MONSTER, minecraft:slime, 80, 4, 4
14731, none, terralith:rocky_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
14732, none, terralith:rocky_shrubland, MONSTER, minecraft:witch, 5, 1, 1
14733, none, terralith:rocky_shrubland, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
14734, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
14735, none, terralith:rocky_shrubland, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
14736, none, terralith:rocky_shrubland, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
14737, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
14738, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
14739, none, terralith:rocky_shrubland, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
14740, none, terralith:rocky_shrubland, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
14741, none, terralith:rocky_shrubland, MONSTER, burning_man:burning_man, 10, 1, 1
14742, none, terralith:rocky_shrubland, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
14743, none, terralith:rocky_shrubland, MONSTER, boh:michael_davies, 20, 4, 4
14744, none, terralith:rocky_shrubland, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
14745, none, terralith:rocky_shrubland, MONSTER, graveyard:nightmare, 10, 1, 1
14746, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
14747, none, terralith:rocky_shrubland, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
14748, none, terralith:rocky_shrubland, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
14749, none, terralith:rocky_shrubland, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
14750, none, terralith:rocky_shrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14751, none, terralith:rocky_shrubland, MONSTER, alexsmobs:farseer, 30, 1, 1
14752, none, terralith:rocky_shrubland, MONSTER, alexsmobs:murmur, 10, 1, 1
14753, none, terralith:rocky_shrubland, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
14754, none, terralith:rocky_shrubland, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
14755, none, terralith:rocky_shrubland, MONSTER, graveyard:revenant, 25, 5, 8
14756, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
14757, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
14758, none, terralith:rocky_shrubland, MONSTER, midnightlurker:invisible_static, 10, 1, 1
14759, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
14760, none, terralith:rocky_shrubland, MONSTER, tr_slender:slenderman, 25, 1, 1
14761, none, terralith:rocky_shrubland, MONSTER, antlers:wendigo, 20, 1, 1
14762, none, terralith:rocky_shrubland, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
14763, none, terralith:rocky_shrubland, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
14764, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
14765, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
14766, none, terralith:rocky_shrubland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
14767, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
14768, none, terralith:rocky_shrubland, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
14769, none, terralith:rocky_shrubland, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
14770, none, terralith:rocky_shrubland, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
14771, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
14772, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
14773, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
14774, none, terralith:rocky_shrubland, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
14775, none, terralith:rocky_shrubland, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
14776, none, terralith:rocky_shrubland, MONSTER, red_sea_object:scp_093, 10, 1, 1
14777, none, terralith:rocky_shrubland, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
14778, none, terralith:rocky_shrubland, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
14779, none, terralith:rocky_shrubland, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
14780, none, terralith:rocky_shrubland, MONSTER, graveyard:ghoul, 25, 2, 5
14781, none, terralith:rocky_shrubland, MONSTER, shy_guy:shy_guy, 10, 1, 1
14782, none, terralith:rocky_shrubland, MONSTER, builder_bear:builder_bear, 10, 1, 1
14783, none, terralith:rocky_shrubland, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
14784, none, terralith:rocky_shrubland, MONSTER, erics_toy:erics_toy, 10, 1, 1
14785, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
14786, none, terralith:rocky_shrubland, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
14787, none, terralith:rocky_shrubland, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
14788, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
14789, none, terralith:rocky_shrubland, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
14790, none, terralith:rocky_shrubland, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
14791, none, terralith:rocky_shrubland, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
14792, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
14793, none, terralith:rocky_shrubland, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
14794, none, terralith:rocky_shrubland, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
14795, none, terralith:rocky_shrubland, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
14796, none, terralith:rocky_shrubland, CREATURE, minecraft:sheep, 12, 8, 8
14797, none, terralith:rocky_shrubland, CREATURE, minecraft:pig, 10, 8, 8
14798, none, terralith:rocky_shrubland, CREATURE, minecraft:chicken, 10, 8, 8
14799, none, terralith:rocky_shrubland, CREATURE, minecraft:cow, 10, 8, 8
14800, none, terralith:rocky_shrubland, CREATURE, minecraft:horse, 10, 2, 6
14801, none, terralith:rocky_shrubland, CREATURE, minecraft:donkey, 10, 1, 3
14802, none, terralith:rocky_shrubland, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
14803, none, terralith:rocky_shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
14804, none, terralith:rocky_shrubland, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
14805, none, terralith:rocky_shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
14806, none, terralith:rocky_shrubland, CREATURE, alexsmobs:tusklin, 18, 3, 5
14807, none, terralith:rocky_shrubland, CREATURE, alexsmobs:gelada_monkey, 10, 9, 16
14808, none, terralith:rocky_shrubland, CREATURE, alexsmobs:bison, 10, 6, 10
14809, none, terralith:rocky_shrubland, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
14810, none, terralith:rocky_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
14811, none, terralith:rocky_shrubland, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
14812, none, terralith:rocky_shrubland, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
14813, none, terralith:rocky_shrubland, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
14814, none, terralith:rocky_shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
14815, none, terralith:rocky_shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
14816, none, terralith:rocky_shrubland, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
14817, none, terralith:rocky_shrubland, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
14818, none, terralith:rocky_shrubland, AMBIENT, midnightlurker:void_hands, 10, 1, 1
14819, none, terralith:rocky_shrubland, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
14820, none, terralith:rocky_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
14821, none, terralith:rocky_shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
14822, none, terralith:valley_clearing, MONSTER, minecraft:spider, 80, 4, 4
14823, none, terralith:valley_clearing, MONSTER, minecraft:zombie, 80, 4, 4
14824, none, terralith:valley_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
14825, none, terralith:valley_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
14826, none, terralith:valley_clearing, MONSTER, minecraft:creeper, 80, 4, 4
14827, none, terralith:valley_clearing, MONSTER, minecraft:slime, 80, 4, 4
14828, none, terralith:valley_clearing, MONSTER, minecraft:enderman, 5, 1, 4
14829, none, terralith:valley_clearing, MONSTER, minecraft:witch, 5, 1, 1
14830, none, terralith:valley_clearing, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
14831, none, terralith:valley_clearing, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
14832, none, terralith:valley_clearing, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
14833, none, terralith:valley_clearing, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
14834, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
14835, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
14836, none, terralith:valley_clearing, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
14837, none, terralith:valley_clearing, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
14838, none, terralith:valley_clearing, MONSTER, burning_man:burning_man, 10, 1, 1
14839, none, terralith:valley_clearing, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
14840, none, terralith:valley_clearing, MONSTER, boh:michael_davies, 20, 4, 4
14841, none, terralith:valley_clearing, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
14842, none, terralith:valley_clearing, MONSTER, graveyard:nightmare, 10, 1, 1
14843, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
14844, none, terralith:valley_clearing, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
14845, none, terralith:valley_clearing, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
14846, none, terralith:valley_clearing, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
14847, none, terralith:valley_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14848, none, terralith:valley_clearing, MONSTER, alexsmobs:farseer, 30, 1, 1
14849, none, terralith:valley_clearing, MONSTER, alexsmobs:murmur, 10, 1, 1
14850, none, terralith:valley_clearing, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
14851, none, terralith:valley_clearing, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
14852, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
14853, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
14854, none, terralith:valley_clearing, MONSTER, midnightlurker:invisible_static, 10, 1, 1
14855, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
14856, none, terralith:valley_clearing, MONSTER, tr_slender:slenderman, 25, 1, 1
14857, none, terralith:valley_clearing, MONSTER, antlers:wendigo, 20, 1, 1
14858, none, terralith:valley_clearing, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
14859, none, terralith:valley_clearing, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
14860, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
14861, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
14862, none, terralith:valley_clearing, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
14863, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
14864, none, terralith:valley_clearing, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
14865, none, terralith:valley_clearing, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
14866, none, terralith:valley_clearing, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
14867, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
14868, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
14869, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
14870, none, terralith:valley_clearing, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
14871, none, terralith:valley_clearing, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
14872, none, terralith:valley_clearing, MONSTER, red_sea_object:scp_093, 10, 1, 1
14873, none, terralith:valley_clearing, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
14874, none, terralith:valley_clearing, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
14875, none, terralith:valley_clearing, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
14876, none, terralith:valley_clearing, MONSTER, shy_guy:shy_guy, 10, 1, 1
14877, none, terralith:valley_clearing, MONSTER, builder_bear:builder_bear, 10, 1, 1
14878, none, terralith:valley_clearing, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
14879, none, terralith:valley_clearing, MONSTER, erics_toy:erics_toy, 10, 1, 1
14880, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
14881, none, terralith:valley_clearing, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
14882, none, terralith:valley_clearing, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
14883, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
14884, none, terralith:valley_clearing, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
14885, none, terralith:valley_clearing, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
14886, none, terralith:valley_clearing, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
14887, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
14888, none, terralith:valley_clearing, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
14889, none, terralith:valley_clearing, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
14890, none, terralith:valley_clearing, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
14891, none, terralith:valley_clearing, CREATURE, minecraft:sheep, 12, 8, 8
14892, none, terralith:valley_clearing, CREATURE, minecraft:pig, 10, 8, 8
14893, none, terralith:valley_clearing, CREATURE, minecraft:chicken, 10, 8, 8
14894, none, terralith:valley_clearing, CREATURE, minecraft:cow, 10, 8, 8
14895, none, terralith:valley_clearing, CREATURE, minecraft:horse, 10, 2, 6
14896, none, terralith:valley_clearing, CREATURE, minecraft:donkey, 10, 1, 3
14897, none, terralith:valley_clearing, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
14898, none, terralith:valley_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
14899, none, terralith:valley_clearing, CREATURE, alexsmobs:hummingbird, 19, 7, 7
14900, none, terralith:valley_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
14901, none, terralith:valley_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
14902, none, terralith:valley_clearing, CREATURE, alexsmobs:gelada_monkey, 10, 9, 16
14903, none, terralith:valley_clearing, CREATURE, alexsmobs:bison, 10, 6, 10
14904, none, terralith:valley_clearing, CREATURE, alexsmobs:blue_jay, 16, 2, 4
14905, none, terralith:valley_clearing, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
14906, none, terralith:valley_clearing, AMBIENT, minecraft:bat, 10, 8, 8
14907, none, terralith:valley_clearing, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
14908, none, terralith:valley_clearing, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
14909, none, terralith:valley_clearing, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
14910, none, terralith:valley_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
14911, none, terralith:valley_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
14912, none, terralith:valley_clearing, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
14913, none, terralith:valley_clearing, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
14914, none, terralith:valley_clearing, AMBIENT, midnightlurker:void_hands, 10, 1, 1
14915, none, terralith:valley_clearing, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
14916, none, terralith:valley_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
14917, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
14918, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
14919, none, terralith:valley_clearing, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
14920, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
14921, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
14922, none, terralith:glacial_chasm, MONSTER, minecraft:spider, 80, 4, 4
14923, none, terralith:glacial_chasm, MONSTER, minecraft:zombie, 80, 4, 4
14924, none, terralith:glacial_chasm, MONSTER, minecraft:zombie_villager, 10, 1, 1
14925, none, terralith:glacial_chasm, MONSTER, minecraft:skeleton, 20, 4, 4
14926, none, terralith:glacial_chasm, MONSTER, minecraft:creeper, 80, 4, 4
14927, none, terralith:glacial_chasm, MONSTER, minecraft:slime, 80, 4, 4
14928, none, terralith:glacial_chasm, MONSTER, minecraft:enderman, 5, 1, 4
14929, none, terralith:glacial_chasm, MONSTER, minecraft:witch, 5, 1, 1
14930, none, terralith:glacial_chasm, MONSTER, minecraft:stray, 80, 4, 4
14931, none, terralith:glacial_chasm, MONSTER, starvingskeleton:starving_skeleton, 10, 1, 4
14932, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnightlurker_ne, 10, 1, 1
14933, none, terralith:glacial_chasm, MONSTER, theticklemonste:tickle_monster, 10, 1, 1
14934, none, terralith:glacial_chasm, MONSTER, the_anomaly:ent_attack_animal, 20, 4, 4
14935, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_watcher, 15, 1, 1
14936, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_unprovoked, 15, 1, 1
14937, none, terralith:glacial_chasm, MONSTER, blanketghost:blanket_ghost, 10, 1, 1
14938, none, terralith:glacial_chasm, MONSTER, midnightlurker:invisible_cave_sounds, 10, 1, 1
14939, none, terralith:glacial_chasm, MONSTER, burning_man:burning_man, 10, 1, 1
14940, none, terralith:glacial_chasm, MONSTER, thepossessivemask:the_possessive_mask_host, 10, 1, 1
14941, none, terralith:glacial_chasm, MONSTER, boh:michael_davies, 20, 4, 4
14942, none, terralith:glacial_chasm, MONSTER, midnightlurker:spookyambienceentity, 10, 1, 1
14943, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_seen_angressive, 10, 1, 1
14944, none, terralith:glacial_chasm, MONSTER, the_anomaly:anomaly_escape, 80, 1, 1
14945, none, terralith:glacial_chasm, MONSTER, the_cuckoo_clock:chuckoo_clock, 10, 1, 1
14946, none, terralith:glacial_chasm, MONSTER, humans_refuted:humans_refuted, 10, 1, 4
14947, none, terralith:glacial_chasm, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14948, none, terralith:glacial_chasm, MONSTER, alexsmobs:farseer, 30, 1, 1
14949, none, terralith:glacial_chasm, MONSTER, alexsmobs:murmur, 10, 1, 1
14950, none, terralith:glacial_chasm, MONSTER, theboogeyman:stalking_boogeyman, 10, 1, 1
14951, none, terralith:glacial_chasm, MONSTER, hardtodestroyreptile:the_hard_to_destroy_reptile, 10, 1, 1
14952, none, terralith:glacial_chasm, MONSTER, graveyard:revenant, 25, 5, 8
14953, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_creep, 15, 1, 1
14954, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_backturned, 15, 1, 1
14955, none, terralith:glacial_chasm, MONSTER, midnightlurker:invisible_static, 10, 1, 1
14956, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_hider, 10, 1, 1
14957, none, terralith:glacial_chasm, MONSTER, tr_slender:slenderman, 25, 1, 1
14958, none, terralith:glacial_chasm, MONSTER, antlers:wendigo, 20, 1, 1
14959, none, terralith:glacial_chasm, MONSTER, sleep_killer:sleep_killer, 10, 1, 4
14960, none, terralith:glacial_chasm, MONSTER, the_anomaly:anomaly_shadow, 80, 1, 1
14961, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_stalking, 15, 1, 1
14962, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_invisible, 10, 1, 1
14963, none, terralith:glacial_chasm, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
14964, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_stare, 15, 1, 1
14965, none, terralith:glacial_chasm, MONSTER, the_anomaly:anomaly_visitor_2, 80, 1, 1
14966, none, terralith:glacial_chasm, MONSTER, the_anomaly:anomaly_visitor, 80, 1, 1
14967, none, terralith:glacial_chasm, MONSTER, the_anomaly:anomaly_viewer, 80, 1, 1
14968, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_faker_watcher, 10, 1, 1
14969, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_phantom_head, 12, 1, 1
14970, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_faker, 10, 1, 1
14971, none, terralith:glacial_chasm, MONSTER, peripheral_jumper:peripheral_jumper, 10, 1, 1
14972, none, terralith:glacial_chasm, MONSTER, eyesinthedark:eyes_in_the_dark, 10, 1, 1
14973, none, terralith:glacial_chasm, MONSTER, red_sea_object:scp_093, 10, 1, 1
14974, none, terralith:glacial_chasm, MONSTER, builder_bear:scp_1048_b, 10, 1, 1
14975, none, terralith:glacial_chasm, MONSTER, eye_pods:eye_pod_spawn, 10, 1, 1
14976, none, terralith:glacial_chasm, MONSTER, the_sculpture:the_sculpture, 10, 1, 1
14977, none, terralith:glacial_chasm, MONSTER, shy_guy:shy_guy, 10, 1, 1
14978, none, terralith:glacial_chasm, MONSTER, builder_bear:builder_bear, 10, 1, 1
14979, none, terralith:glacial_chasm, MONSTER, builder_bear:scp_1048_a, 10, 1, 1
14980, none, terralith:glacial_chasm, MONSTER, erics_toy:erics_toy, 10, 1, 1
14981, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_runaway, 15, 1, 1
14982, none, terralith:glacial_chasm, MONSTER, theplaguedoctor:plague_doctor, 10, 1, 1
14983, none, terralith:glacial_chasm, MONSTER, the_anomaly:anomaly_shadow_stalker, 80, 1, 1
14984, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_faker_aggro, 10, 1, 1
14985, none, terralith:glacial_chasm, MONSTER, the_cuckoo_clock:stalking_chuckoo_clock, 20, 1, 1
14986, none, terralith:glacial_chasm, MONSTER, theboogeyman:boogeyman_hallucination, 10, 1, 1
14987, none, terralith:glacial_chasm, MONSTER, the_sculpture:mexican_sculpture, 10, 1, 1
14988, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_shadow, 10, 1, 1
14989, none, terralith:glacial_chasm, MONSTER, the_anomaly:anomaly_trap, 80, 1, 1
14990, none, terralith:glacial_chasm, MONSTER, midnightlurker:midnight_lurker_shadow_eyes, 10, 1, 1
14991, none, terralith:glacial_chasm, MONSTER, builder_bear:scp_1048_c, 10, 1, 1
14992, none, terralith:glacial_chasm, CREATURE, minecraft:rabbit, 10, 2, 3
14993, none, terralith:glacial_chasm, CREATURE, minecraft:polar_bear, 10, 1, 2
14994, none, terralith:glacial_chasm, CREATURE, midnightlurker:shape_shifter_cow, 10, 1, 1
14995, none, terralith:glacial_chasm, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
14996, none, terralith:glacial_chasm, CREATURE, alexsmobs:froststalker, 20, 5, 7
14997, none, terralith:glacial_chasm, CREATURE, midnightlurker:shapeshifter_pig, 10, 1, 1
14998, none, terralith:glacial_chasm, AMBIENT, minecraft:bat, 10, 8, 8
14999, none, terralith:glacial_chasm, AMBIENT, midnightlurker:invisible_footsteps, 10, 1, 1
15000, none, terralith:glacial_chasm, AMBIENT, midnightlurker:invisible_animal_killer, 10, 1, 1
15001, none, terralith:glacial_chasm, AMBIENT, midnightlurker:invisible_lurker_footsteps, 10, 1, 1
15002, none, terralith:glacial_chasm, AMBIENT, alexsmobs:fly, 10, 2, 3
15003, none, terralith:glacial_chasm, AMBIENT, alexsmobs:cockroach, 10, 5, 5
15004, none, terralith:glacial_chasm, AMBIENT, midnightlurker:void_gateway, 10, 1, 1
15005, none, terralith:glacial_chasm, AMBIENT, midnightlurker:midnight_lurker_shapeshifter, 10, 1, 1
15006, none, terralith:glacial_chasm, AMBIENT, midnightlurker:void_hands, 10, 1, 1
15007, none, terralith:glacial_chasm, AMBIENT, midnightlurker:invisible_shadow, 10, 1, 1
15008, none, terralith:glacial_chasm, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
15009, none, terralith:glacial_chasm, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
15010, none, terralith:glacial_chasm, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
15011, none, terralith:glacial_chasm, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
15012, none, terralith:glacial_chasm, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
15013, none, terralith:glacial_chasm, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
15014, none, terralith:glacial_chasm, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
